store_id,uptime_last_hour,uptime_last_day,uptime_last_week,downtime_last_hour,downtime_last_day,downtime_last_week
7333879955445177110,0,0,0,10833.931125299998,10833.931125299998,10833.931125299998
1214336484911481863,12738.361066416664,25476.722132833343,0,2532.3367108833327,2532.3367108833327,2532.3367108833327
3161505359023323439,14551.976357599999,29103.95271520001,0,0,0,0
605820315907131468,11151.473509733338,22302.947019466676,0,0,0,0
2240093105897642438,9108.317377466665,18216.634754933337,0,0,0,0
5900046256837846476,11508.93651525,23017.87303050002,0,119.55712111666666,119.55712111666666,119.55712111666666
4951895714354612320,14422.298134183338,28844.59626836668,0,0,0,0
8432942794858444203,0,0,0,9114.965688699998,9114.965688699998,9114.965688699998
7912408793589673569,0,0,0,9019.009445883332,9019.009445883332,9019.009445883332
9064304151648820594,15289.528979966673,30579.057959933307,0,0,0,0
901048505207510829,11774.934161383335,23549.868322766666,0,0,0,0
2300833048210306799,14771.610430766661,29543.220861533344,0,0,0,0
7195767967615446277,1858.3456879166667,3716.691375833334,0,12840.457279233333,12840.457279233333,12840.457279233333
6557404441324011480,10439.166267516666,20878.332535033318,0,0,0,0
701544343639113969,8914.13564055,17828.271281100002,0,0,0,0
968932669103961581,16849.521120033343,33699.04224006668,0,60.307047133333334,60.307047133333334,60.307047133333334
5939699310436423405,9316.04473865,18632.089477299996,0,0,0,0
1772761913259526310,10813.71898196667,21627.437963933316,0,0,0,0
956530734246389631,8016.606088650001,16033.212177299989,0,3437.6887791833333,3437.6887791833333,3437.6887791833333
898171692156110905,12876.322172483331,25752.64434496664,0,0,0,0
5012420546773690050,15814.309234266657,31628.61846853332,0,0,0,0
1160278996578677256,0,0,0,0,0,0
7767238478889033482,15220.664041466669,30441.328082933345,0,0,0,0
5350661017439280202,12242.772683633337,24485.54536726664,0,104.72382665,104.72382665,104.72382665
3930775058729369525,11220.50143026667,22441.002860533332,0,122.05067181666666,122.05067181666666,122.05067181666666
7324103054194802195,0,0,0,9413.674928666664,9413.674928666664,9413.674928666664
3251556331754616708,7279.441191833333,14558.882383666669,0,0,0,0
3934545992071501754,0,0,0,0,0,0
7359659088961459791,16913.220224049997,33826.44044810004,0,0,0,0
3622746160696625191,14589.944242083333,29179.88848416669,0,0,0,0
1738533906287253195,2448.5013097666674,4897.002619533333,0,0,0,0
1796496449352667425,10521.183308216667,21042.366616433334,0,0,0,0
8920273777598947606,8411.315174183334,16822.630348366663,0,0,0,0
4477178405632699355,10293.826140483334,20587.65228096668,0,0,0,0
4865398232996791637,2267.8603847833338,4535.720769566667,0,10758.497501283333,10758.497501283333,10758.497501283333
7050846253940981456,0,0,0,0,0,0
4665593147723577338,0,0,0,0,0,0
8679954928891144661,0,0,0,0,0,0
8996611918439933400,1351.11445705,2702.2289140999997,0,3346.1997851666665,3346.1997851666665,3346.1997851666665
6452055047078479081,11305.370407983333,22610.74081596664,0,6298.455205366666,6298.455205366666,6298.455205366666
2797708563560544780,10800.62825288333,21601.256505766665,0,0,0,0
6095660339349215199,0,0,0,8121.362712583335,8121.362712583335,8121.362712583335
4674345214276231787,14419.048015916671,28838.096031833295,0,0,0,0
